Date,d,wm_yr_wk,weekday,month,year,Hobbies,Foods,HouseHold,event_name_1,event_type_1,event_name_2,event_type_2
2011-04-04,66,11110,Monday,4,2011,2862.0,17511.0,4479.0,"","","",""
2011-04-05,67,11110,Tuesday,4,2011,2393.0,17253.0,3935.0,"","","",""
2011-04-06,68,11110,Wednesday,4,2011,2427.0,16584.0,3645.0,"","","",""
2011-04-07,69,11110,Thursday,4,2011,2643.0,16448.0,3810.0,"","","",""
2011-04-08,70,11110,Friday,4,2011,3145.0,17212.0,4397.0,"","","",""
2011-04-09,71,11111,Saturday,4,2011,3501.0,22221.0,6023.0,"","","",""
2011-04-10,72,11111,Sunday,4,2011,3364.0,22238.0,5934.0,"","","",""
2011-04-11,73,11111,Monday,4,2011,2941.0,17589.0,4299.0,"","","",""
2011-04-12,74,11111,Tuesday,4,2011,2607.0,16825.0,3786.0,"","","",""
2011-04-13,75,11111,Wednesday,4,2011,2572.0,15232.0,3807.0,"","","",""
2011-04-14,76,11111,Thursday,4,2011,2674.0,15324.0,3966.0,"","","",""
2011-04-15,77,11111,Friday,4,2011,2807.0,18016.0,4659.0,"","","",""
2011-04-16,78,11112,Saturday,4,2011,3371.0,19817.0,6046.0,"","","",""
2011-04-17,79,11112,Sunday,4,2011,3026.0,20547.0,6214.0,"","","",""
2011-04-18,80,11112,Monday,4,2011,2790.0,15127.0,4472.0,"","","",""
2011-04-19,81,11112,Tuesday,4,2011,2179.0,13454.0,3841.0,"","","",""
2011-04-20,82,11112,Wednesday,4,2011,2356.0,13799.0,4033.0,"","","",""
2011-04-21,83,11112,Thursday,4,2011,2176.0,13741.0,3851.0,"","","",""
2011-04-22,84,11112,Friday,4,2011,2474.0,16889.0,4916.0,"","","",""
2011-04-23,85,11113,Saturday,4,2011,3058.0,20924.0,5593.0,"","","",""
2011-04-24,86,11113,Sunday,4,2011,2446.0,16870.0,4702.0,OrthodoxEaster,Religious,Easter,Cultural
2011-04-25,87,11113,Monday,4,2011,2865.0,12922.0,4217.0,"","","",""
2011-04-26,88,11113,Tuesday,4,2011,2517.0,11883.0,3713.0,Pesach End,Religious,"",""
2011-04-27,89,11113,Wednesday,4,2011,2515.0,11616.0,3798.0,"","","",""
2011-04-28,90,11113,Thursday,4,2011,2500.0,11680.0,3965.0,"","","",""
2011-04-29,91,11113,Friday,4,2011,2907.0,14714.0,5114.0,"","","",""
2011-04-30,92,11114,Saturday,4,2011,4039.0,17776.0,6286.0,"","","",""
2011-05-01,93,11114,Sunday,5,2011,3381.0,19746.0,5918.0,"","","",""
2011-05-02,94,11114,Monday,5,2011,2590.0,15703.0,4544.0,"","","",""
2011-05-03,95,11114,Tuesday,5,2011,3002.0,16581.0,4497.0,"","","",""
2011-05-04,96,11114,Wednesday,5,2011,2549.0,14160.0,4052.0,"","","",""
2011-05-05,97,11114,Thursday,5,2011,2605.0,14778.0,3801.0,Cinco De Mayo,Cultural,"",""
2011-05-06,98,11114,Friday,5,2011,2828.0,17267.0,4391.0,"","","",""
2011-05-07,99,11115,Saturday,5,2011,3466.0,19679.0,5267.0,"","","",""
2011-05-08,100,11115,Sunday,5,2011,2880.0,16383.0,4425.0,Mother's day,Cultural,"",""
2011-05-09,101,11115,Monday,5,2011,2670.0,17988.0,4366.0,"","","",""
2011-05-10,102,11115,Tuesday,5,2011,2584.0,15767.0,3880.0,"","","",""
2011-05-11,103,11115,Wednesday,5,2011,2781.0,15180.0,4204.0,"","","",""
2011-05-12,104,11115,Thursday,5,2011,2811.0,15559.0,4043.0,"","","",""
2011-05-13,105,11115,Friday,5,2011,3153.0,17382.0,5113.0,"","","",""
2011-05-14,106,11116,Saturday,5,2011,3580.0,19108.0,6048.0,"","","",""
2011-05-15,107,11116,Sunday,5,2011,3466.0,21766.0,6088.0,"","","",""
2011-05-16,108,11116,Monday,5,2011,3001.0,15034.0,4178.0,"","","",""
2011-05-17,109,11116,Tuesday,5,2011,2433.0,13313.0,3867.0,"","","",""
2011-05-18,110,11116,Wednesday,5,2011,2485.0,12618.0,3667.0,"","","",""
2011-05-19,111,11116,Thursday,5,2011,2181.0,12732.0,3771.0,"","","",""
2011-05-20,112,11116,Friday,5,2011,2886.0,14330.0,4433.0,"","","",""
2011-05-21,113,11117,Saturday,5,2011,3604.0,17661.0,5847.0,"","","",""
2011-05-22,114,11117,Sunday,5,2011,3105.0,17855.0,5286.0,"","","",""
2011-05-23,115,11117,Monday,5,2011,2626.0,14392.0,3936.0,"","","",""
2011-05-24,116,11117,Tuesday,5,2011,2336.0,13175.0,3692.0,"","","",""
2011-05-25,117,11117,Wednesday,5,2011,2316.0,13070.0,3672.0,"","","",""
2011-05-26,118,11117,Thursday,5,2011,2729.0,13744.0,4007.0,"","","",""
2011-05-27,119,11117,Friday,5,2011,3272.0,14825.0,4384.0,"","","",""
2011-05-28,120,11118,Saturday,5,2011,3214.0,17214.0,5099.0,"","","",""
2011-05-29,121,11118,Sunday,5,2011,2532.0,16161.0,4756.0,"","","",""
2011-05-30,122,11118,Monday,5,2011,2159.0,15540.0,4839.0,MemorialDay,National,"",""
2011-05-31,123,11118,Tuesday,5,2011,2188.0,13042.0,4325.0,NBAFinalsStart,Sporting,"",""
2011-06-01,124,11118,Wednesday,6,2011,2478.0,15746.0,4941.0,"","","",""
2011-06-02,125,11118,Thursday,6,2011,2375.0,15980.0,4326.0,"","","",""
2011-06-03,126,11118,Friday,6,2011,2974.0,18741.0,5066.0,"","","",""
2011-06-04,127,11119,Saturday,6,2011,3014.0,21155.0,6141.0,"","","",""
2011-06-05,128,11119,Sunday,6,2011,3204.0,22466.0,5934.0,"","","",""
2011-06-06,129,11119,Monday,6,2011,2710.0,19283.0,4692.0,"","","",""
2011-06-07,130,11119,Tuesday,6,2011,2393.0,18430.0,4266.0,"","","",""
2011-06-08,131,11119,Wednesday,6,2011,2845.0,17456.0,4152.0,"","","",""
2011-06-09,132,11119,Thursday,6,2011,2593.0,17956.0,4233.0,"","","",""
2011-06-10,133,11119,Friday,6,2011,3471.0,17965.0,4983.0,"","","",""
2011-06-11,134,11120,Saturday,6,2011,3453.0,20553.0,5934.0,"","","",""
2011-06-12,135,11120,Sunday,6,2011,2616.0,22662.0,5816.0,NBAFinalsEnd,Sporting,"",""
2011-06-13,136,11120,Monday,6,2011,2695.0,18447.0,4610.0,"","","",""
2011-06-14,137,11120,Tuesday,6,2011,2781.0,17047.0,4327.0,"","","",""
2011-06-15,138,11120,Wednesday,6,2011,2652.0,18274.0,4332.0,"","","",""
2011-06-16,139,11120,Thursday,6,2011,2802.0,15713.0,4191.0,"","","",""
2011-06-17,140,11120,Friday,6,2011,2836.0,17170.0,4706.0,"","","",""
2011-06-18,141,11121,Saturday,6,2011,3545.0,19647.0,5633.0,"","","",""
2011-06-19,142,11121,Sunday,6,2011,2878.0,18141.0,5087.0,Father's day,Cultural,"",""
2011-06-20,143,11121,Monday,6,2011,2703.0,16915.0,4643.0,"","","",""
2011-06-21,144,11121,Tuesday,6,2011,2298.0,15323.0,4189.0,"","","",""
2011-06-22,145,11121,Wednesday,6,2011,2558.0,14630.0,4213.0,"","","",""
2011-06-23,146,11121,Thursday,6,2011,2822.0,15464.0,4494.0,"","","",""
2011-06-24,147,11121,Friday,6,2011,3116.0,16530.0,4992.0,"","","",""
2011-06-25,148,11122,Saturday,6,2011,3140.0,17915.0,5427.0,"","","",""
2011-06-26,149,11122,Sunday,6,2011,3124.0,19008.0,5536.0,"","","",""
2011-06-27,150,11122,Monday,6,2011,2837.0,15491.0,4314.0,"","","",""
2011-06-28,151,11122,Tuesday,6,2011,2515.0,13457.0,3828.0,"","","",""
2011-06-29,152,11122,Wednesday,6,2011,2522.0,13565.0,3843.0,"","","",""
2011-06-30,153,11122,Thursday,6,2011,2570.0,14731.0,4150.0,"","","",""
2011-07-01,154,11122,Friday,7,2011,3757.0,21397.0,5879.0,"","","",""
2011-07-02,155,11123,Saturday,7,2011,3681.0,23387.0,5933.0,"","","",""
2011-07-03,156,11123,Sunday,7,2011,2734.0,21577.0,4862.0,"","","",""
2011-07-04,157,11123,Monday,7,2011,2308.0,16825.0,3900.0,IndependenceDay,National,"",""
2011-07-05,158,11123,Tuesday,7,2011,2660.0,19385.0,4551.0,"","","",""
2011-07-06,159,11123,Wednesday,7,2011,2939.0,18922.0,4741.0,"","","",""
2011-07-07,160,11123,Thursday,7,2011,2690.0,19122.0,4915.0,"","","",""
2011-07-08,161,11123,Friday,7,2011,2787.0,19641.0,5251.0,"","","",""
2011-07-09,162,11124,Saturday,7,2011,3568.0,22573.0,6345.0,"","","",""
2011-07-10,163,11124,Sunday,7,2011,3175.0,22079.0,6285.0,"","","",""
2011-07-11,164,11124,Monday,7,2011,2493.0,19331.0,4768.0,"","","",""
2011-07-12,165,11124,Tuesday,7,2011,2553.0,17762.0,4317.0,"","","",""
2011-07-13,166,11124,Wednesday,7,2011,2528.0,16805.0,4112.0,"","","",""
2011-07-14,167,11124,Thursday,7,2011,2392.0,16738.0,4317.0,"","","",""
2011-07-15,168,11124,Friday,7,2011,2913.0,19505.0,4931.0,"","","",""
2011-07-16,169,11125,Saturday,7,2011,3552.0,21333.0,5984.0,"","","",""
2011-07-17,170,11125,Sunday,7,2011,3202.0,21346.0,5786.0,"","","",""
2011-07-18,171,11125,Monday,7,2011,2875.0,17203.0,4561.0,"","","",""
2011-07-19,172,11125,Tuesday,7,2011,2550.0,15379.0,4002.0,"","","",""
2011-07-20,173,11125,Wednesday,7,2011,2512.0,15844.0,4131.0,"","","",""
2011-07-21,174,11125,Thursday,7,2011,2483.0,15826.0,4469.0,"","","",""
2011-07-22,175,11125,Friday,7,2011,3077.0,18194.0,5085.0,"","","",""
2011-07-23,176,11126,Saturday,7,2011,3666.0,20353.0,6265.0,"","","",""
2011-07-24,177,11126,Sunday,7,2011,3185.0,19889.0,5725.0,"","","",""
2011-07-25,178,11126,Monday,7,2011,2749.0,15676.0,4470.0,"","","",""
2011-07-26,179,11126,Tuesday,7,2011,2520.0,14496.0,4179.0,"","","",""
2011-07-27,180,11126,Wednesday,7,2011,2330.0,14207.0,3967.0,"","","",""
2011-07-28,181,11126,Thursday,7,2011,2527.0,14523.0,4193.0,"","","",""
2011-07-29,182,11126,Friday,7,2011,2700.0,16711.0,5131.0,"","","",""
2011-07-30,183,11127,Saturday,7,2011,3714.0,18794.0,6445.0,"","","",""
2011-07-31,184,11127,Sunday,7,2011,2951.0,19672.0,6054.0,"","","",""
2011-08-01,185,11127,Monday,8,2011,2990.0,18297.0,5320.0,Ramadan starts,Religious,"",""
2011-08-02,186,11127,Tuesday,8,2011,2768.0,17788.0,4919.0,"","","",""
2011-08-03,187,11127,Wednesday,8,2011,2978.0,19290.0,4969.0,"","","",""
2011-08-04,188,11127,Thursday,8,2011,2566.0,16481.0,4666.0,"","","",""
2011-08-05,189,11127,Friday,8,2011,2684.0,18719.0,5191.0,"","","",""
2011-08-06,190,11128,Saturday,8,2011,3517.0,22291.0,6151.0,"","","",""
2011-08-07,191,11128,Sunday,8,2011,2811.0,22867.0,6328.0,"","","",""
2011-08-08,192,11128,Monday,8,2011,2428.0,19237.0,4689.0,"","","",""
2011-08-09,193,11128,Tuesday,8,2011,2626.0,19192.0,4395.0,"","","",""
2011-08-10,194,11128,Wednesday,8,2011,2784.0,17236.0,4558.0,"","","",""
2011-08-11,195,11128,Thursday,8,2011,2459.0,17803.0,4446.0,"","","",""
2011-08-12,196,11128,Friday,8,2011,2958.0,20262.0,5324.0,"","","",""
2011-08-13,197,11129,Saturday,8,2011,3223.0,23357.0,6423.0,"","","",""
2011-08-14,198,11129,Sunday,8,2011,3132.0,24373.0,6404.0,"","","",""
2011-08-15,199,11129,Monday,8,2011,2655.0,20767.0,5089.0,"","","",""
2011-08-16,200,11129,Tuesday,8,2011,2601.0,17832.0,4833.0,"","","",""
2011-08-17,201,11129,Wednesday,8,2011,2397.0,16681.0,4603.0,"","","",""
2011-08-18,202,11129,Thursday,8,2011,2306.0,16613.0,4457.0,"","","",""
2011-08-19,203,11129,Friday,8,2011,3007.0,18594.0,5403.0,"","","",""
2011-08-20,204,11130,Saturday,8,2011,3568.0,21992.0,6698.0,"","","",""
2011-08-21,205,11130,Sunday,8,2011,2983.0,24065.0,6925.0,"","","",""
2011-08-22,206,11130,Monday,8,2011,2577.0,17855.0,4892.0,"","","",""
2011-08-23,207,11130,Tuesday,8,2011,2371.0,15800.0,4446.0,"","","",""
2011-08-24,208,11130,Wednesday,8,2011,2690.0,15068.0,4177.0,"","","",""
2011-08-25,209,11130,Thursday,8,2011,2501.0,14616.0,4297.0,"","","",""
2011-08-26,210,11130,Friday,8,2011,2943.0,16363.0,4962.0,"","","",""
2011-08-27,211,11131,Saturday,8,2011,3506.0,20449.0,6428.0,"","","",""
2011-08-28,212,11131,Sunday,8,2011,2431.0,21993.0,6202.0,"","","",""
2011-08-29,213,11131,Monday,8,2011,1939.0,15733.0,4413.0,"","","",""
2011-08-30,214,11131,Tuesday,8,2011,2263.0,13750.0,4337.0,"","","",""
2011-08-31,215,11131,Wednesday,8,2011,2316.0,14788.0,4619.0,Eid al-Fitr,Religious,"",""
2011-09-01,216,11131,Thursday,9,2011,2624.0,18505.0,5170.0,"","","",""
2011-09-02,217,11131,Friday,9,2011,3092.0,20388.0,5728.0,"","","",""
2011-09-03,218,11132,Saturday,9,2011,3513.0,23937.0,6582.0,"","","",""
2011-09-04,219,11132,Sunday,9,2011,2284.0,19081.0,5560.0,"","","",""
2011-09-05,220,11132,Monday,9,2011,2581.0,21743.0,5834.0,LaborDay,National,"",""
2011-09-06,221,11132,Tuesday,9,2011,2744.0,18482.0,4908.0,"","","",""
2011-09-07,222,11132,Wednesday,9,2011,2288.0,17462.0,4695.0,"","","",""
2011-09-08,223,11132,Thursday,9,2011,2548.0,16918.0,4582.0,"","","",""
2011-09-09,224,11132,Friday,9,2011,2748.0,19975.0,5523.0,"","","",""
2011-09-10,225,11133,Saturday,9,2011,3160.0,23036.0,6834.0,"","","",""
2011-09-11,226,11133,Sunday,9,2011,2949.0,24875.0,6808.0,"","","",""
2011-09-12,227,11133,Monday,9,2011,2257.0,19155.0,4726.0,"","","",""
2011-09-13,228,11133,Tuesday,9,2011,2167.0,17899.0,4579.0,"","","",""
2011-09-14,229,11133,Wednesday,9,2011,2283.0,16848.0,4374.0,"","","",""
2011-09-15,230,11133,Thursday,9,2011,2543.0,19053.0,4747.0,"","","",""
2011-09-16,231,11133,Friday,9,2011,2550.0,18696.0,5687.0,"","","",""
2011-09-17,232,11134,Saturday,9,2011,3198.0,22345.0,6652.0,"","","",""
2011-09-18,233,11134,Sunday,9,2011,2853.0,22705.0,6476.0,"","","",""
2011-09-19,234,11134,Monday,9,2011,2355.0,17218.0,4794.0,"","","",""
2011-09-20,235,11134,Tuesday,9,2011,2250.0,16017.0,4408.0,"","","",""
2011-09-21,236,11134,Wednesday,9,2011,2328.0,15245.0,4223.0,"","","",""
2011-09-22,237,11134,Thursday,9,2011,2318.0,15254.0,4287.0,"","","",""
2011-09-23,238,11134,Friday,9,2011,2787.0,18562.0,5357.0,"","","",""
2011-09-24,239,11135,Saturday,9,2011,2992.0,22717.0,6757.0,"","","",""
2011-09-25,240,11135,Sunday,9,2011,2919.0,23802.0,6507.0,"","","",""
2011-09-26,241,11135,Monday,9,2011,2492.0,17037.0,4561.0,"","","",""
2011-09-27,242,11135,Tuesday,9,2011,2393.0,16115.0,4280.0,"","","",""
2011-09-28,243,11135,Wednesday,9,2011,2316.0,15712.0,4165.0,"","","",""
2011-09-29,244,11135,Thursday,9,2011,2462.0,15503.0,4418.0,"","","",""
2011-09-30,245,11135,Friday,9,2011,3363.0,20642.0,6177.0,"","","",""
2011-10-01,246,11136,Saturday,10,2011,3938.0,27178.0,8196.0,"","","",""
2011-10-02,247,11136,Sunday,10,2011,3012.0,26994.0,7208.0,"","","",""
2011-10-03,248,11136,Monday,10,2011,2983.0,22299.0,5173.0,"","","",""
2011-10-04,249,11136,Tuesday,10,2011,2569.0,18876.0,4669.0,"","","",""
2011-10-05,250,11136,Wednesday,10,2011,2190.0,19340.0,4383.0,"","","",""
2011-10-06,251,11136,Thursday,10,2011,2356.0,19367.0,4343.0,"","","",""
2011-10-07,252,11136,Friday,10,2011,2952.0,21904.0,5129.0,"","","",""
2011-10-08,253,11137,Saturday,10,2011,3448.0,26152.0,6330.0,"","","",""
2011-10-09,254,11137,Sunday,10,2011,2864.0,26780.0,6296.0,"","","",""
2011-10-10,255,11137,Monday,10,2011,2749.0,21598.0,5054.0,ColumbusDay,National,"",""
2011-10-11,256,11137,Tuesday,10,2011,2764.0,20286.0,4377.0,"","","",""
2011-10-12,257,11137,Wednesday,10,2011,2334.0,20503.0,4577.0,"","","",""
2011-10-13,258,11137,Thursday,10,2011,2448.0,19143.0,4525.0,"","","",""
2011-10-14,259,11137,Friday,10,2011,2928.0,21228.0,5729.0,"","","",""
2011-10-15,260,11138,Saturday,10,2011,3545.0,27704.0,7177.0,"","","",""
2011-10-16,261,11138,Sunday,10,2011,2983.0,26041.0,7103.0,"","","",""
2011-10-17,262,11138,Monday,10,2011,2549.0,19880.0,5163.0,"","","",""
2011-10-18,263,11138,Tuesday,10,2011,2358.0,17184.0,4660.0,"","","",""
2011-10-19,264,11138,Wednesday,10,2011,2565.0,15683.0,4193.0,"","","",""
2011-10-20,265,11138,Thursday,10,2011,2306.0,15824.0,4272.0,"","","",""
2011-10-21,266,11138,Friday,10,2011,2890.0,18939.0,5301.0,"","","",""
2011-10-22,267,11139,Saturday,10,2011,3413.0,23055.0,6683.0,"","","",""
2011-10-23,268,11139,Sunday,10,2011,3177.0,23194.0,6505.0,"","","",""
2011-10-24,269,11139,Monday,10,2011,2581.0,17135.0,4800.0,"","","",""
2011-10-25,270,11139,Tuesday,10,2011,2361.0,15736.0,4340.0,"","","",""
2011-10-26,271,11139,Wednesday,10,2011,2675.0,14886.0,4581.0,"","","",""
2011-10-27,272,11139,Thursday,10,2011,2765.0,15679.0,4538.0,"","","",""
2011-10-28,273,11139,Friday,10,2011,3046.0,18609.0,5225.0,"","","",""
2011-10-29,274,11140,Saturday,10,2011,3758.0,22851.0,6610.0,"","","",""
2011-10-30,275,11140,Sunday,10,2011,3022.0,22638.0,6193.0,"","","",""
2011-10-31,276,11140,Monday,10,2011,2808.0,15441.0,4446.0,Halloween,Cultural,"",""
2011-11-01,277,11140,Tuesday,11,2011,2835.0,18137.0,5067.0,"","","",""
2011-11-02,278,11140,Wednesday,11,2011,2616.0,17526.0,4666.0,"","","",""
2011-11-03,279,11140,Thursday,11,2011,2985.0,19801.0,5116.0,"","","",""
2011-11-04,280,11140,Friday,11,2011,3014.0,19957.0,5625.0,"","","",""
2011-11-05,281,11141,Saturday,11,2011,3734.0,26236.0,6917.0,"","","",""
2011-11-06,282,11141,Sunday,11,2011,3100.0,27911.0,6876.0,"","","",""
2011-11-07,283,11141,Monday,11,2011,2437.0,20030.0,4811.0,EidAlAdha,Religious,"",""
2011-11-08,284,11141,Tuesday,11,2011,2388.0,18567.0,4233.0,"","","",""
2011-11-09,285,11141,Wednesday,11,2011,2457.0,19506.0,4129.0,"","","",""
2011-11-10,286,11141,Thursday,11,2011,2602.0,18691.0,4854.0,"","","",""
2011-11-11,287,11141,Friday,11,2011,2778.0,21652.0,5325.0,VeteransDay,National,"",""
2011-11-12,288,11142,Saturday,11,2011,3486.0,25772.0,6664.0,"","","",""
2011-11-13,289,11142,Sunday,11,2011,2688.0,26203.0,6457.0,"","","",""
2011-11-14,290,11142,Monday,11,2011,2663.0,19385.0,4725.0,"","","",""
2011-11-15,291,11142,Tuesday,11,2011,2416.0,19738.0,4547.0,"","","",""
2011-11-16,292,11142,Wednesday,11,2011,2373.0,17172.0,4383.0,"","","",""
2011-11-17,293,11142,Thursday,11,2011,2350.0,16538.0,4226.0,"","","",""
2011-11-18,294,11142,Friday,11,2011,2764.0,18711.0,5032.0,"","","",""
2011-11-19,295,11143,Saturday,11,2011,3229.0,23660.0,6656.0,"","","",""
2011-11-20,296,11143,Sunday,11,2011,3203.0,23044.0,6506.0,"","","",""
2011-11-21,297,11143,Monday,11,2011,2516.0,18295.0,4763.0,"","","",""
2011-11-22,298,11143,Tuesday,11,2011,2285.0,18554.0,4815.0,"","","",""
2011-11-23,299,11143,Wednesday,11,2011,2460.0,23261.0,5066.0,"","","",""
2011-11-24,300,11143,Thursday,11,2011,1140.0,14489.0,2798.0,Thanksgiving,National,"",""
2011-11-25,301,11143,Friday,11,2011,2631.0,16733.0,4634.0,"","","",""
2011-11-26,302,11144,Saturday,11,2011,2948.0,17121.0,5223.0,"","","",""
2011-11-27,303,11144,Sunday,11,2011,2615.0,19262.0,5257.0,"","","",""
2011-11-28,304,11144,Monday,11,2011,2449.0,15668.0,4261.0,"","","",""
2011-11-29,305,11144,Tuesday,11,2011,2769.0,14907.0,3908.0,"","","",""
2011-11-30,306,11144,Wednesday,11,2011,2393.0,14770.0,3926.0,"","","",""
2011-12-01,307,11144,Thursday,12,2011,3151.0,18321.0,4796.0,"","","",""
2011-12-02,308,11144,Friday,12,2011,3164.0,21160.0,5403.0,"","","",""
2011-12-03,309,11145,Saturday,12,2011,4238.0,27404.0,6487.0,"","","",""
2011-12-04,310,11145,Sunday,12,2011,3318.0,25427.0,6333.0,"","","",""
2011-12-05,311,11145,Monday,12,2011,2623.0,21909.0,4688.0,"","","",""
2011-12-06,312,11145,Tuesday,12,2011,2661.0,20495.0,4111.0,"","","",""
2011-12-07,313,11145,Wednesday,12,2011,2581.0,18883.0,3989.0,"","","",""
2011-12-08,314,11145,Thursday,12,2011,2747.0,19365.0,4235.0,"","","",""
2011-12-09,315,11145,Friday,12,2011,2955.0,21637.0,4846.0,"","","",""
2011-12-10,316,11146,Saturday,12,2011,3417.0,25296.0,6073.0,"","","",""
2011-12-11,317,11146,Sunday,12,2011,2830.0,27114.0,5799.0,"","","",""
